Name;Street1;Street2;Street3;City;Province;Zip;User;UserSS;Last Shipment;Last Contact;Rolling 12 Months Sales;Rolling 12 Months Sales LY;Sales Last Month;Sales Last Month LY;Balance
SIBILCO S.R.L.;VIA DELLA MOSCOVA, 53;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;17/02/23;02/12/22;€402,92;€0,00;€0,00;€0,00;€141,57
BIG SPACES S.R.L.;PIAZZA DELLA REPUBBLICA, 5;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;29/12/22;13/03/23;€400,90;€0,00;€0,00;€0,00;€489,10
VIRTU' HAIR CONCEPT SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFIC ATA;VIA NAZIONALE, 121;;;ARZAGHENA;SS;07021;Fabio Gallo;Fabio Gallo;08/08/22;06/04/23;€395,90;€0,00;€0,00;€0,00;€0,00
Partners Group (EU) GmbH;Erika-Mann-Strasse 7;Skygarden im Arnulfpark;;Munich;;80636;Fabio Gallo;Fabio Gallo;21/07/22;15/12/22;€395,18;€0,00;€0,00;€0,00;€0,00
METIS HEALTHCARE S.R.L.;VIA DELLA MOSCOVA, 13;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;05/04/23;26/10/22;€394,25;€22,95;€22,13;€0,00;€0,00
NOE' S.R.L.C.R.;VIA DEGLI IMBRIANI 20;;;MILANO;MI;20158;;;08/08/22;05/10/22;€393,44;€0,00;€0,00;€0,00;€0,00
CARDI GALLERY S.R.L.;CORSO DI PORTA NUOVA 38;;;MILANO;MI;20121;Giordano Greco;Giordano Greco;29/03/23;;€386,76;€241,89;€54,92;€53,28;€0,00
MOVE SRL;Via Palermo, 8;;;MILANO;MI;20121;;;31/03/23;27/01/23;€383,68;€0,00;€91,17;€0,00;€468,10
BB SRL;VIALE MONTE GRAPPA, 6;;;MILANO;MI;20124;Fabio Gallo;Fabio Gallo;31/10/22;27/02/23;€383,63;€0,00;€0,00;€0,00;€424,46
L&B CAPITAL S.p.A.;Via Turati, 6;;;Milano;MI;20121;;;31/03/23;31/03/23;€367,36;€18,93;€162,76;€0,00;€267,02
LAISSEZ FAIRE S.R.L.;VIA MARCONA, 15;;;MILANO;MI;20129;Fabio Gallo;Fabio Gallo;30/12/22;15/11/22;€358,37;€1.000,00;€0,00;€0,00;€773,53
TOOTOR SRL;VIA CUSANI, 10;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;20/02/23;20/02/23;€358,34;€380,00;€0,00;€0,00;€463,60
RITCOM 2003 SL;C. Corregidor Diego de Valderrábano;;;Moratalaz;;28030;Fabio Gallo;Fabio Gallo;13/04/22;09/06/22;€350,00;€500,00;€0,00;€500,00;€0,00
QUARANTA6 S.R.L.;CORSO VERCELLI, 5;;;MILANO;MI;20144;Fabio Gallo;Fabio Gallo;22/11/22;30/11/22;€349,36;€0,00;€0,00;€0,00;€0,00
MAXIMUS S.R.L.;Corso di Porta Romana, 122;;;MILANO;MI;20122;Giordano Greco;Giordano Greco;30/05/22;12/04/22;€346,40;€5.733,09;€0,00;€0,00;€9.713,66
AUSTONI CLOTILDE ISABELLA ROBERTA;VIA STATUTO 8;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;27/10/22;15/07/21;€340,00;€172,13;€0,00;€0,00;€0,00
BORIOLI E COLOMBO ASSOCIATI;LARGO DONEGANI 2;;;MILANO;MI;20121;;;03/10/22;08/06/22;€327,96;€0,00;€0,00;€0,00;€0,00
PROGETTO COSTRUZIONE QUALITÀ S.R.L.;VIA VARANO S.P. CAMERANENSE, 334/A;;;ANCONA;AN;60131;;;19/05/22;02/05/22;€327,87;€320,00;€0,00;€0,00;€790,40
AcomeA SGR;Largo G. Donegani 2;;;Milano;MI;20121;Fabio Gallo;Fabio Gallo;29/12/22;;€318,94;€0,00;€0,00;€0,00;€0,00
BUSINESS SUPPORT SPA;Galleria Pattari 2;;;milano;MI;20122;Fabio Gallo;Fabio Gallo;28/02/23;03/04/23;€315,67;€340,08;€0,00;€0,00;€614,26
MINDWORK S.R.L.;PIAZZA DELLA REPUBBLICA, 10;;;MILANO;MI;20121;;;31/10/22;11/10/22;€315,60;€0,00;€0,00;€0,00;€53,00
BRERA EXCLUSIVE SUITE S.R.L.;PIAZZA DEL CARMINE, 6;;;MILANO;MI;20121;;;09/05/22;;€315,08;€0,00;€0,00;€0,00;€270,00
LUNGARNO ALBERGHI S.R.L.;VIA DEI TORNABUONI, 2;;;FIRENZE;FI;50123;Fabio Gallo;Fabio Gallo;31/01/23;01/02/23;€312,30;€0,00;€0,00;€0,00;€0,00
Vishay Semiconductor Italiana S.p.A.;Via Liguria, 49;;;Borgaro Torinese;TO;10071;;;29/04/22;;€295,90;€0,00;€0,00;€0,00;€361,00
S.D.I. - AUTOMAZIONE INDUSTRIALE - S.P.A.;VIALE TOMMASO EDISON, 10;;;TREZZANO SUL NAVIGLIO;MI;20090;Fabio Gallo;Fabio Gallo;31/05/22;;€295,90;€1.887,71;€0,00;€0,00;€1.677,00
SILT;CORSO DI PORTA NUOVA 15;;;MILANO;MI;20121;;;26/01/23;17/01/23;€293,76;€129,69;€0,00;€0,00;€0,00
THE INFORMATION LAB ITALIA S.R.L.;VIA DELLA MOSCOVA, 10;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;31/03/23;16/02/23;€291,27;€0,00;€5,00;€0,00;€6,10
STAGA di Tominetti Fausto & C. sas;Via Liberazione, 20;;;San Giuliano Milanese;MI;20098;;;24/01/23;;€289,44;€414,75;€0,00;€0,00;€506,00
BlahBlah Production Srl;Via Caradosso 18;;;Milano;MI;20121;;;02/02/23;30/01/23;€287,93;€0,00;€0,00;€0,00;€0,00
RANCILIO CUBE SRL;VIA MONTE NAPOLEONE 22;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;30/12/22;01/06/22;€286,72;€138,11;€0,00;€138,11;€311,45
NOLOOP SRL;VIA PALERMO 8;;;MILANO;MI;20121;;;05/04/23;23/02/23;€280,56;€0,00;€105,36;€0,00;€342,28
Eco consult S.r.l.;Via Frascineto, 88;;;Roma;rm;00173;;;21/07/22;13/07/22;€280,00;€0,00;€0,00;€0,00;€0,00
ITALIANFT S.R.L.;VIA DELLA SPIGA, 52;;;MILANO;MI;20121;;;02/08/22;23/06/22;€276,23;€0,00;€0,00;€0,00;€0,00
SIXT RENT A CAR SRL;VIA BOLZANO, 63;;;APPIANO SULLA STRADA DEL VINO;BZ;39057;;;30/12/22;14/12/21;€272,55;€983,20;€0,00;€0,00;€1.532,01
ITALIAN RESIDENCIES S.R.L.;VIA SAN VITTORE AL TEATRO 3;;;MILANO;MI;20123;;;07/11/22;;€272,13;€0,00;€0,00;€0,00;€0,00
CAVIAR FROM MILAN;Via Monte Napoleone 21;;;MILAN;MI;20121;Fabio Gallo;Fabio Gallo;30/11/22;23/11/22;€271,45;€0,00;€0,00;€0,00;€331,17
Vergani Milano 1944 Srl - C.so P.ta Romana 51;Via Oristano 5;;;Milano;MI;20128;Fabio Gallo;Fabio Gallo;04/04/23;;€263,73;€478,39;€31,82;€0,00;€1.820,43
CSII SPA;LARGO DONEGANI 2;;;MILANO;MI;20121;;;13/12/22;;€262,29;€426,23;€0,00;€0,00;€0,00
MICHELANGELO FILM S.R.L.;VIA DELL'ANNUNCIATA 7;;;MILANO;MI;20121;Giordano Greco;Giordano Greco;31/03/23;;€259,70;€237,70;€99,67;€117,21;€18,30
MALLAMACI MASSIMO;VIA FORNI GEROLAMO 36;;;MILANO;MI;20161;;;28/02/23;;€250,00;€250,00;€0,00;€0,00;€610,00
RedFir Srl;Viale Liguria 24;;;Milano;MI;20143;;;30/06/22;30/03/23;€250,00;€0,00;€0,00;€0,00;€305,00
MATTEO NEGUSSE;via leoncavallo n. 33;;;monza;mb;20900;;;31/10/22;19/10/22;€250,00;€0,00;€0,00;€0,00;€0,00
DOTT. BONAMINI MASSIMILIANO;VIA GARIBALDI 19;;;VERONA;MI;37121;Fabio Gallo;Fabio Gallo;03/04/23;03/04/23;€245,78;€660,96;€72,92;€115,06;€1.265,49
STUDIO FRONZONI;VIA CUNEO N 4;;;Milano;MI;20149;Fabio Gallo;Fabio Gallo;03/11/22;;€240,00;€0,00;€0,00;€0,00;€0,00
LABS CF S.R.L.;VIA CESARE MANGILI, 3;;;MILANO;MI;20121;;;25/10/22;06/07/22;€238,20;€0,00;€0,00;€0,00;€0,00
QUINTAVALLA ANDREA;VIA FRANCESCO CILEA, 58;;;TREZZANO SUL NAVIGLIO;MI;20090;Fabio Gallo;Fabio Gallo;27/02/23;12/01/23;€232,32;€0,00;€0,00;€0,00;€0,00
STREET FOOD SRL;VIA VALPARAISO, 4;;;MILANO;MI;20144;Giordano Greco;Giordano Greco;31/05/22;28/06/22;€232,05;€255,00;€0,00;€0,00;€594,20
SUPERCAR OWNERS CIRCLE AG;RUEGGISINGERSTRASSE 140;;;LUCERNA;;6032;Fabio Gallo;Fabio Gallo;30/11/22;;€227,80;€0,00;€0,00;€0,00;€0,00
EDISTUDIO S.R.L.;VIA WALTER TOBAGI 6;;;MILANO;MI;20143;Fabio Gallo;Fabio Gallo;31/03/23;30/09/22;€226,64;€293,99;€17,76;€19,33;€577,67
FARMACIA SANTA MARIA DELLA DOTTORESSA MARIA GRAZIA POLIMENI;VIA SANTA MARIA, 124;;;PARABIAGO;MI;20015;Fabio Gallo;Fabio Gallo;20/10/22;;€225,70;€232,57;€0,00;€0,00;€566,23
STUDIO ASSOCIATO AMOROSO;VIA VITTORIO VENETO 14;;;MILANO;MI;20121;;;03/04/23;;€223,36;€280,39;€23,75;€15,39;€507,43
ISABELLA MAGNI;VIA VIGANO 4;;;MILANO;MI;20124;;;31/03/23;18/11/19;€220,00;€0,00;€150,00;€0,00;€0,00
PLAY FOR CHANGE S.R.L. IMPRESA SOCIALE;CORSO DI PORTA NUOVA, 15;;;MILANO;MI;20121;;;29/03/23;30/03/23;€215,67;€70,00;€57,38;€0,00;€93,11
sasuphi srl;piazza della repubblica 5;;;milano;mi;20121;;;29/11/22;06/04/23;€214,25;€0,00;€0,00;€0,00;€0,00
LA RINASCENTE S.P.A;VIA WASHINGTON GIORGIO 70;;;MILANO;MI;20146;Fabio Gallo;Fabio Gallo;26/09/22;28/09/22;€213,29;€425,73;€0,00;€0,00;€0,00
BENEDUSI PRODUCTION S.R.L.;LARGO FRANCO GHIGLIA, 12;;;IMPERIA;IM;18100;;;15/02/23;;€211,78;€0,00;€0,00;€0,00;€198,37
GRUPPO ACCOGLIENZA DISABILI - GAD;Via Sant'Eusebio 15;;;Cinisello Balsamo;MI;20092;;;10/06/22;22/06/22;€210,00;€449,00;€0,00;€0,00;€803,98
Ro.Ce snc di Robustelli Luca & C.;Viale Risorgimento 18;;;Como;CO;22100;Fabio Gallo;Fabio Gallo;30/01/23;;€205,74;€205,74;€0,00;€0,00;€251,00
BALDACCI PAOLO;PIAZZA MIRABELLO 1;;;MILANO;MI;20121;;;13/01/23;09/01/23;€204,92;€350,00;€0,00;€0,00;€122,00
MARIA SERENA MATARRESE;VIA CERNAIA 6;;;MILANO;MI;20121;;;08/02/23;20/07/22;€204,92;€0,00;€0,00;€0,00;€0,00
LA TARTAVELA ODV;CORSO G. GARIBALDI  127;;;MILANO;MI;20121;;;17/06/22;;€204,92;€0,00;€0,00;€0,00;€0,00
RAND ELECTRIC S.R.L.;VIA PADOVA, N. 100;;;MILANO;MI;20131;Fabio Gallo;Fabio Gallo;31/10/22;29/12/22;€202,88;€0,00;€0,00;€0,00;€0,00
CHIU' MILANO SRL;VIA VINCENZO MONTI 32;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;27/01/23;24/01/22;€202,54;€109,77;€0,00;€0,00;€432,89
SINGULART;122 Rue de Rivoli;;;Paris;;75001;;;19/05/22;11/05/22;€200,00;€0,00;€0,00;€0,00;€200,00
ASSOCIAZIONE ITALIANA DEL FRANCHISING;Via Melchiorre Gioia 70;;;MILANO;MI;20125;;;29/04/22;;€190,55;€109,00;€0,00;€0,00;€365,45
HOTEL MANIN S.P.A.;VIA DANIELE MANIN, 7;;;MILANO;MI;20121;;;10/02/23;24/03/23;€187,71;€0,00;€0,00;€0,00;€0,00
Partners Group (LUXEMBOURG) S.A.;Via della Moscova, 3;;;MILANO;MI;20121;;;30/06/22;15/12/22;€185,39;€600,00;€0,00;€0,00;€958,18
EMALLORU S.R.L.;VIALE CASSALA, 30;;;MILANO;MI;20143;;;29/06/22;29/06/22;€181,96;€0,00;€0,00;€0,00;€0,00
Francesca Liardi;via Regina Margherita 23;;;Cefala' Diana;pa;90030;;;07/06/22;06/06/22;€172,13;€0,00;€0,00;€0,00;€210,00
Fonte de Valores, Unipessoal, Lda;Rua Castilho 59B;;;Lisboa;;1250-068;;;12/07/22;12/07/22;€172,13;€0,00;€0,00;€0,00;€0,00
BERTEL SRL;PIAZZA MIRABELLO 1;;;MILANO;MI;20121;;;06/07/22;06/07/22;€170,00;€43,45;€0,00;€0,00;€53,01
JUNGLE S.R.L.;VIA BERNARDINO TELESIO 12;;;MILANO;MI;20145;;;30/12/22;16/06/21;€169,78;€217,36;€0,00;€0,00;€364,02
SAGITTARIO S.P.A.;CORSO DI PORTA NUOVA 15;;;MILANO;MI;20121;;;06/10/22;;€169,63;€0,00;€0,00;€0,00;€0,00
SOFIS S.R.L.;VIA VINCENZO MONTI, 8;;;MILANO;MI;20123;;;13/03/23;;€163,93;€0,00;€163,93;€0,00;€0,00
KRM UNDERWRITING S.R.L.;CORSO GIUSEPPE GARIBALDI, 86;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;13/12/22;19/12/22;€163,93;€0,00;€0,00;€0,00;€0,00
Emanuela Roma;Via Michele Saponaro 43;;;Milano;mi;20142;;;01/07/22;01/07/22;€163,93;€0,00;€0,00;€0,00;€0,00
ANDRADE&PACIFICO COMPANY SOCIETA' A RESPONSABILITA' LIMITATASEMPL IFICATA;VIA TORQUATO TASSO, 480;;;NAPOLI;NA;80127;;;15/03/23;;€163,93;€0,00;€163,93;€0,00;€0,00
ASER MEDIA ITALIA Srl;CORSO DI PORTA NUOVA 15;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;03/10/22;22/04/21;€158,86;€292,54;€0,00;€45,00;€0,00
VILLEROY & BOCH ARTI DELLA TAVOLA Srl;Foro Buonaparte 70;;;Milano;Mi;20121;;;18/01/23;05/02/21;€158,75;€0,00;€0,00;€0,00;€0,00
GUENDALINA BOTTEGA CREATIVA S.R.L.;VIA IGINIO UGO TARCHETTI 1;;;MILANO;MI;20121;;;05/04/23;05/04/23;€156,00;€0,00;€0,00;€0,00;€0,00
Beatrice Bonura;VIA RIPA DI PORTA TICINESE 21;;;MILANO;MI;20121;;;13/06/22;13/06/22;€155,74;€0,00;€0,00;€0,00;€0,00
CALLING POINT 3 SOCIETA' COOPERATIVA A R.L.;VIA TARCHINI 1;;;OLGIATE COMASCO;CO;22077;;;07/02/23;;€155,00;€0,00;€0,00;€0,00;€189,10
SOLAR TECNOLOGY S.R.L.;VIA MONSIGNORE GIUSEPPE POLVARA, 10;;;LECCO;LC;23900;Fabio Gallo;Fabio Gallo;30/11/22;31/03/23;€150,02;€0,00;€0,00;€0,00;€0,00
ELVIRA PEDALINO;VIA PACINI 24;;;MILANO;MI;20131;Fabio Gallo;Fabio Gallo;19/07/22;29/07/22;€150,00;€0,00;€0,00;€0,00;€0,00
FELICE RONCA;VIA HERMADA 8;;;MILANO;MI;20162;;;27/02/23;;€150,00;€0,00;€0,00;€0,00;€150,00
MANTEGAZZA DAVIDE DITTA;VIA A LOCATELLI 6;;;MILANO;MI;20124;;;17/02/23;;€150,00;€0,00;€0,00;€0,00;€0,00
ALGEN S.R.L.;VIA N. GIUSTINIANI, 36;;;BENEVENTO;BN;82100;;;31/01/23;11/03/23;€147,79;€54,59;€0,00;€0,00;€261,50
MANAGEMENT SEARCH S.R.L.;VIALE DI PORTA VERCELLINA, 11;;;MILANO;MI;20123;;;21/01/23;;€147,54;€0,00;€0,00;€0,00;€0,00
LAURA FACCHINELLI;VIA ANTONIO DIEDO 7;;;MESTRE;VE;30173;;;26/01/23;;€147,54;€0,00;€0,00;€0,00;€0,00
NOCCIOLA S.R.L.;VIALE MONTE GRAPPA, 7;;;MILANO;MI;20124;;;16/03/23;;€144,00;€0,00;€144,00;€0,00;€175,68
MILAN LUXURY SERVICE S.R.L.;VIA GENERALE GIORDANO ORSINI 46;;;NAPOLI;NA;80132;Fabio Gallo;Fabio Gallo;13/02/23;27/03/23;€142,64;€5.700,04;€0,00;€2.662,33;€6.668,80
LE CASE DI PATTY S.A.S. DI ANDREA CHIERICHETTI & C.;VIA MONTEBELLO, 14;;;MILANO;MI;20121;;;10/10/22;;€140,73;€117,21;€0,00;€0,00;€0,00
HELBA SRL;VIA DEL PIOPPO 18;;;SEGRATE;MI;20054;;;26/05/22;23/05/22;€140,00;€0,00;€0,00;€0,00;€170,80
GLASFORD INTERNATIONAL ITALY S.R.L.;PIAZZALE PRINCIPESSA CLOTILDE, 8;;;MILANO;MI;20121;;;04/04/23;10/11/22;€139,57;€269,97;€0,00;€0,00;€0,00
ANOMALIA S.R.L.;PIAZZA SEMPIONE, 3;;;MILANO;MI;20145;;;15/07/22;22/07/22;€139,34;€110,66;€0,00;€0,00;€0,00
MARINA C S.R.L.;VIA DELLA MOSCOVA, 6/8;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;05/04/23;21/03/23;€138,79;€0,00;€18,12;€0,00;€14,85
MASSIMILIANO TARENZI;VIA SAN BASSIANO 15;;;CASTIGLIANO D'ADDA;LO;26823;;;09/04/22;;€131,15;€0,00;€0,00;€0,00;€0,00
H14 S.P.A..;VIA FATEBENEFRATELLI, 5;;;MILANO;MI;20121;;;14/12/22;;€131,14;€0,00;€0,00;€0,00;€0,00
LUCE SOUL TELLERS S.R.L.S.;VIA LUIGI SABATELLI, 1;;;MILANO;MI;20154;Fabio Gallo;Fabio Gallo;30/03/23;29/03/23;€127,54;€0,00;€82,95;€0,00;€30,00
INDEED ITALY S.R.L.;Via san Marco  21;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;31/03/23;27/03/23;€127,43;€0,00;€15,05;€0,00;€18,36
FISIOSCIENCE;VIA SAN GIOVANNI BATTISTA 34/A;;;VESTENANOVA;VR;37030;;;08/07/22;;€127,04;€0,00;€0,00;€0,00;€0,00
EMILIA PARLATORE;VIA DANDOLO 16;;;ROMA;RM;00153;Fabio Gallo;Fabio Gallo;28/09/22;21/09/22;€122,95;€0,00;€0,00;€0,00;€0,00
BLUE SERVICE S.R.L.;VIA ISCHIA, 4;;;CASORIA;NA;80026;;;12/07/22;09/07/22;€122,95;€0,00;€0,00;€0,00;€0,00
LA BOTTEGA DEI TESSUTI;VIA DELLA MOSCOVA 15;;;MILANO;MI;20121;;;15/02/23;04/02/21;€122,95;€32,79;€0,00;€0,00;€0,00
BID COMPANY S.R.L.;VIA MONTEBELLO 27;;;MILANO;MI;20121;;;15/12/22;;€121,31;€0,00;€0,00;€0,00;€0,00
JO PLIMSY LTD;329 HARROW ROAD;;;LONDON;;W9 3RB;;;30/06/22;;€120,00;€0,00;€0,00;€0,00;€0,00
ONDA OV EDIZIONI MUSICALI;VIA PRIVATA VASTO N. 4;;;MILANO;MI;20121;;;04/08/22;;€120,00;€0,00;€0,00;€0,00;€146,40
fondazione dell'ordine degli architetti;via solferino 19;;;milano;mi;20121;;;30/05/22;;€118,03;€0,00;€0,00;€0,00;€0,00
ENTER MED SRL;VIA GUIDO JUNG N. 14;;;PALERMO;PA;90142;;;27/04/22;21/04/22;€114,75;€0,00;€0,00;€0,00;€140,00
FLORIS ART GALLERY DI INNANGI ELENA ROSA;VIALE ARETUSA, 30;;;MILANO;MI;20147;;;11/04/22;;€114,75;€0,00;€0,00;€0,00;€0,00
VIVAIO SERVIZI IMMOBILIARI S.R.L.;VIA AGOSTINO BERTANI, 6;;;MILANO;MI;20154;;;08/04/22;;€113,00;€0,00;€0,00;€0,00;€0,00
GALLERIA ANTONIO BATTAGLIA DI ANTONIO BATTAGLIA;VIA CIOVASSO, 5;;;MILANO;MI;20121;;;05/04/23;;€110,66;€0,00;€0,00;€0,00;€0,00
MENDUA S.R.L.;CORSO DI PORTA VITTORIA, 18;;;MILANO;MI;20122;;;14/12/22;19/12/22;€110,66;€90,16;€0,00;€0,00;€0,00
POLDO S.N.C.;BASTIONI DI PORTA NUOVA;ANG. SCALETTA SAN MARCO;;MILANO;MI;20121;;;31/10/22;;€109,89;€81,15;€0,00;€0,00;€0,00
ELENA OSSANNA;Via Ampere Andrea Maria 112;;;MILANO;MI;20131;Fabio Gallo;Fabio Gallo;30/09/22;;€108,79;€351,00;€0,00;€351,00;€537,01
PACIFICO S.R.L.;VIA SANTA TECLA 5;;;MILANO;MI;20122;;;30/08/22;;€106,56;€137,80;€0,00;€0,00;€0,00
SENZA ZUCCHERO SRL;PIAZZALE BAIAMONTI ANTONIO 2;;;MILANO;MI;20154;;;16/02/23;22/04/21;€106,39;€0,00;€0,00;€0,00;€0,00
BRUNELLO CUCINELLI SPA;Viale Montello, 16;;;Milano;mi;20154;;;30/06/22;27/06/22;€100,08;€0,00;€0,00;€0,00;€100,08
GALLERIA VALENTINA BONOMO S.R.L.;VIA DEL PORTICO D'OTTAVIA, 13;;;ROMA;RM;00186;;;29/03/23;24/03/23;€100,00;€0,00;€100,00;€0,00;€0,00
FRT SRL;VIA TURATI 40;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;31/01/23;;€96,88;€0,00;€0,00;€0,00;€20,00
DAVID CHIPPERFIELD ARCHITECTS S.R.L.;VIA VIGEVANO, 8;;;MILANO;MI;20144;;;24/06/22;;€95,90;€0,00;€0,00;€0,00;€0,00
H.P. DESIGN STUDIO INC;1001 BRICKELL BAY DRIVE SUITE 1400;;;MIAMI;FLORIDA;33131;;;07/09/22;;€95,00;€127,00;€0,00;€0,00;€0,00
PASTICCERIA RANIERI S.N.C. DI ESPOSITO PASQUALE E RICCI ALESSIO;VIA SAN GIOVANNI SUL MURO 4;;;MILANO;MI;20121;;;19/12/22;;€94,26;€331,96;€0,00;€0,00;€0,00
Antica Locanda SOLFERINO;Via Castelfidardo 2;;;Milano;MI;20121;;;12/05/22;;€94,00;€0,00;€0,00;€0,00;€0,00
STUDIO PALLINI - SALA - MANNOZZI  SOCIETA' TRA PROFESSIONISTI SOCIETA' SEMPLICE DI PIETRO ANGELO PALLINI, MAGDA SALA E MARCO MANNOZZI IN SIGLA STUDIO;VIA FRATELLI GABBA 5;;;MILANO;MI;20121;;;29/12/22;;€93,44;€0,00;€0,00;€0,00;€0,00
IMPERIALE PROPERTIES SRL;VIA GIORGIO GIULINI, 2;;;MILANO;MI;20123;;;27/12/22;;€92,62;€0,00;€0,00;€0,00;€0,00
Luisa Carla Maria Talamoni;Via Sandro Sandri 2;;;Milano;MI;20121;;;31/05/22;;€92,00;€0,00;€0,00;€0,00;€0,00
Studio Medico Associato Dr. Walter Viganò Dr. Marcello Conconi;Via Guido D’Arezzo n 6;;;Milano;MI;20145;;;28/02/23;;€91,50;€123,00;€0,00;€0,00;€0,00
FRANK CONFEZIONI SRL;Via Leonardo da Vinci, 1;;;Minervino Murge;bt;76013;;;06/12/22;09/11/22;€90,96;€0,00;€0,00;€0,00;€95,96
ROTOPUBBLICITA' S.R.L.;VIA STATUTO 10;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;05/04/23;05/04/23;€90,28;€145,69;€0,00;€0,00;€228,60
AZIENDA AGRICOLA OLIVE GROVE PARTNERS S.R.L SOCIETA' AGRICOLA;VIA CITERNI 13;;;SCARLINO;GR;58020;Fabio Gallo;Fabio Gallo;06/02/23;;€90,00;€0,00;€0,00;€0,00;€0,00
VALORE D;VIA EDMONDO DE AMICIS, 19;;;MILANO;MI;20123;;;03/04/23;04/04/23;€89,78;€0,00;€1.915,61;€0,00;€0,00
Domenico Rubino;Viale Montello, 4;;;Milano;MI;20154;;;14/07/22;14/07/22;€86,07;€0,00;€0,00;€0,00;€70,00
Davide Castagna;via Valerio Paitone 34;;;Brescia;BS;25122;;;29/04/22;29/04/22;€85,00;€0,00;€0,00;€0,00;€0,00
DE GIOVANNI METALLI PREZIOSI s.r.l.;VIA SANTA MARIA FULCORINA 20;;;MILANO;MI;20123;;;13/05/22;;€82,00;€0,00;€0,00;€0,00;€100,04
IL SOLFERINO S.R.L.;VIA CASTELFIDARDO, 2;;;MILANO;MI;20121;;;19/12/22;;€81,97;€0,00;€0,00;€0,00;€0,00
Vincenzo Moroni;Via Leonardo da Vinci 61;;;CINISELLO BALSAMO;mi;20092;;;06/03/23;06/03/23;€81,97;€0,00;€0,00;€0,00;€0,00
Fabrizio Mantovani;Via Risorgimento 155;;;cinisello;MB;20092;;;29/07/22;24/10/22;€81,97;€0,00;€0,00;€0,00;€100,00
CARLO E PIERA RATTI DEL DR. CARLO BERRUTI S.A.S.;VIALE DELLA REPUBBLICA, 67;;;LISSONE;MB;20851;;;01/06/22;29/03/23;€80,00;€0,00;€0,00;€0,00;€80,00
JUNIPERI MILANO SRL;VIA VAL FORMAZZA, 17;;;CESANO MADERNO;MB;20811;Fabio Gallo;Fabio Gallo;20/10/22;25/11/22;€79,51;€0,00;€0,00;€0,00;€0,00
KAREN S.R.L.;VIALE BIANCA MARIA, 31;;;MILANO;MI;20122;;;17/02/23;;€78,69;€0,00;€0,00;€0,00;€0,00
AVV. MAURO BARBERI;VIA TURATI 8;;;MILANO;MI;20121;;;29/11/22;;€78,06;€17,21;€0,00;€0,00;€0,00
ravizza lorenzo;viale monte santo 8;;;milano;mi;20124;;;17/03/23;;€78,03;€0,00;€64,10;€0,00;€0,00
SILVIA MIELE;Via Processione 5;;;Teggiano;SA;84039;;;30/01/23;;€77,87;€77,86;€0,00;€0,00;€189,99
D'ADDA SRL;VIA MARSALA, 6;;;MILANO;MI;20121;;;02/02/23;;€75,41;€0,00;€0,00;€0,00;€0,00
VALORE D (Non Usare);VIA EDMONDO DE AMICIS, 19;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;30/03/23;;€74,59;€0,00;-€89,78;€0,00;€0,00
LAGUNA RUNNING SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA;VIALE BELVEDERE;;;DOMUS DE MARIA;SU;09010;Fabio Gallo;Fabio Gallo;12/11/22;15/11/22;€73,77;€0,00;€0,00;€0,00;€0,00
MY DRACO S.R.L.;VIA DELL'ANNUNCIATA 2;;;MILANO;MI;20121;;;14/12/22;;€73,77;€86,07;€0,00;€0,00;€0,00
LIST S.P.A.;VIA PIETRASANTINA, 123;;;PISA;PI;56122;Fabio Gallo;Fabio Gallo;19/04/22;18/01/22;€73,77;€170,00;€0,00;€0,00;€90,00
ASTOR S.r.l;Via del Carmine n. 11;;;Milano;MI;20121;;;31/03/23;13/03/23;€72,00;€569,36;€72,00;€0,00;€1.074,85
NUOVA ACCADEMIA SRL;VIA CARLO ROBERTO DARWIN, 20;;;MILANO;MI;20143;Fabio Gallo;Fabio Gallo;14/02/23;15/02/23;€70,00;€0,00;€0,00;€0,00;€0,00
GRONDA EDOARDO;VIA CERNAIA 11;;;MILANO;MI;20121;;;29/08/22;;€70,00;€0,00;€0,00;€0,00;€0,00
GIOIELLERIA PENNISI;VIA MANZONI 29;;;MILANO;MI;20121;;;21/02/23;;€70,00;€0,00;€0,00;€0,00;€0,00
SPINOSA MICHELE;PIAZZA LAZZARO PAPI 14;;;ROMA;RM;00179;;;23/05/22;13/09/22;€70,00;€0,00;€0,00;€0,00;€85,40
